Order_ID,Order_Date,Product,Category,Quantity,Price,Revenue,Profit,Region
1426,4/15/2019,Nike Shoes,Fashion,3,22801,68403,18474.2,South
1427,9/10/2020,Adidas Shoes,Fashion,2,48319,96638,14944.55,East
1428,9/15/2019,iPad,Electronics,4,44752,179008,29496.94,North
1429,8/24/2019,Samsung Galaxy S23,Electronics,5,17108,85540,16347.97,East
1430,9/14/2020,iPad,Electronics,5,82153,410765,126868.22,South
1431,9/14/2019,Puma T-shirt,Fashion,5,12678,63390,17291.44,East
1432,12/9/2020,HP Laptop,Electronics,1,58353,58353,15043.22,North
1433,3/28/2019,iPad,Electronics,1,24661,24661,7996.67,East
1434,10/8/2019,Samsung Galaxy S23,Electronics,5,46889,234445,42897.68,East
1435,11/18/2020,Puma T-shirt,Fashion,2,83745,167490,66254.28,West
1436,5/16/2019,Apple Watch,Accessories,3,70692,212076,76155.62,South
1437,3/20/2019,Sony Headphones,Accessories,3,2331,6993,2162.82,West
1438,1/9/2019,iPhone 14,Electronics,1,52007,52007,11332.03,North
1439,7/16/2019,Puma T-shirt,Fashion,1,33672,33672,10820.8,South
1440,10/3/2019,Boat Earbuds,Accessories,3,77420,232260,72001.04,North
1441,7/14/2019,iPad,Electronics,2,1468,2936,476.55,East
1442,8/5/2019,Puma T-shirt,Fashion,2,25996,51992,17709.96,East
1443,12/18/2020,Boat Earbuds,Accessories,4,36890,147560,43474.45,East
1444,6/29/2019,iPad,Electronics,1,81271,81271,14216.08,East
1445,3/21/2019,Boat Earbuds,Accessories,3,36170,108510,32072.61,East
1446,4/3/2019,Boat Earbuds,Accessories,5,81835,409175,102676.47,West
1447,7/20/2020,Adidas Shoes,Fashion,4,56826,227304,88789,East
1448,11/29/2019,Nike Shoes,Fashion,2,25532,51064,14576.16,East
1449,10/18/2020,Apple Watch,Accessories,4,9036,36144,10249.3,South
1450,4/7/2020,Samsung Galaxy S23,Electronics,4,86414,345656,83638.17,North
1451,1/23/2019,HP Laptop,Electronics,2,46719,93438,22998.56,West
1452,9/12/2020,Adidas Shoes,Fashion,1,83776,83776,18470.48,East
1453,10/14/2020,Sony Headphones,Accessories,2,21342,42684,15939.85,West
1454,2/26/2020,Adidas Shoes,Fashion,1,57942,57942,10254.88,West
1455,8/20/2020,Dell Laptop,Electronics,5,53272,266360,51061.77,South
1456,12/3/2019,iPad,Electronics,1,17959,17959,3815.57,South
1457,5/22/2020,Puma T-shirt,Fashion,3,7395,22185,6413.43,South
1458,6/11/2020,iPhone 14,Electronics,3,85968,257904,65567.73,North
1459,3/19/2020,Dell Laptop,Electronics,5,70748,353740,75337.28,West
1460,11/18/2020,Apple Watch,Accessories,1,23106,23106,8091.97,West
1461,9/25/2020,Canon Camera,Electronics,2,17858,35716,9776.22,West
1462,7/1/2019,Adidas Shoes,Fashion,4,44694,178776,56477.76,North
1463,4/6/2019,Sony Headphones,Accessories,2,36995,73990,15411.21,South
1464,1/29/2020,Nike Shoes,Fashion,4,58953,235812,51008.39,West
1465,5/13/2019,Canon Camera,Electronics,4,10216,40864,8431.75,East
1466,3/13/2020,Canon Camera,Electronics,2,37038,74076,13441.67,South
1467,2/8/2019,Boat Earbuds,Accessories,3,68871,206613,80967.16,North
1468,6/10/2019,Samsung Galaxy S23,Electronics,2,16190,32380,7913.87,East
1469,4/23/2019,Adidas Shoes,Fashion,4,5653,22612,8764.45,South
1470,7/31/2019,Apple Watch,Accessories,1,11440,11440,3415.66,South
1471,1/29/2020,iPhone 14,Electronics,4,21107,84428,19289.87,East
1472,3/18/2020,HP Laptop,Electronics,2,43552,87104,23123.48,South
1473,9/24/2019,Adidas Shoes,Fashion,1,67762,67762,15958.8,South
1474,10/17/2019,Boat Earbuds,Accessories,3,21468,64404,14266.16,West
1475,8/1/2019,Sony Headphones,Accessories,1,42331,42331,11342.83,West
1476,11/16/2019,Dell Laptop,Electronics,3,44101,132303,41020.9,East
1477,10/22/2019,Boat Earbuds,Accessories,2,3239,6478,1969.95,West
1478,5/9/2019,iPhone 14,Electronics,1,11135,11135,4270.83,North
1479,11/7/2019,HP Laptop,Electronics,5,82712,413560,73271.05,North
1480,11/23/2019,Apple Watch,Accessories,2,63172,126344,20121.61,North
1481,1/12/2019,Apple Watch,Accessories,2,53515,107030,42545.25,East
1482,6/18/2020,HP Laptop,Electronics,4,69327,277308,47479.37,East
1483,1/31/2020,Nike Shoes,Fashion,5,37707,188535,38515.41,South
1484,12/25/2019,Apple Watch,Accessories,3,8369,25107,4736.88,East
1485,1/29/2019,Canon Camera,Electronics,3,26645,79935,27464.38,South
1486,9/27/2020,Apple Watch,Accessories,5,23832,119160,17916.87,East
1487,5/24/2020,Apple Watch,Accessories,5,6872,34360,8979.81,East
1488,9/6/2020,iPad,Electronics,5,40973,204865,78083.67,East
1489,11/20/2019,Boat Earbuds,Accessories,3,15710,47130,13432.73,South
1490,3/30/2020,Boat Earbuds,Accessories,1,53912,53912,17030.89,North
1491,6/13/2020,Canon Camera,Electronics,1,41652,41652,11425.32,South
1492,2/21/2019,Puma T-shirt,Fashion,3,46912,140736,39275.41,East
1493,2/5/2020,Samsung Galaxy S23,Electronics,1,7361,7361,2419.54,East
1494,8/20/2020,HP Laptop,Electronics,5,7565,37825,12859.07,North
1495,11/6/2020,Canon Camera,Electronics,2,6122,12244,2826.92,South
1496,10/27/2020,HP Laptop,Electronics,5,79832,399160,125620.71,East
1497,5/29/2019,Apple Watch,Accessories,4,80641,322564,115363.21,South
1498,12/10/2019,iPad,Electronics,4,37776,151104,46445.92,East
1499,8/20/2020,Canon Camera,Electronics,3,47956,143868,24723.74,West
1500,10/16/2019,Nike Shoes,Fashion,2,6756,13512,3814.77,North
1501,6/1/2019,Nike Shoes,Fashion,5,72590,362950,112854.78,East
1502,12/3/2020,Dell Laptop,Electronics,1,26705,26705,8076.09,South
1503,2/5/2020,Puma T-shirt,Fashion,4,16543,66172,11236.73,West
1504,3/23/2020,iPhone 14,Electronics,5,82476,412380,67582.52,East
1505,12/29/2019,Canon Camera,Electronics,1,87253,87253,32354.55,West
1506,1/23/2019,Boat Earbuds,Accessories,4,70347,281388,57548.59,East
1507,11/17/2019,Nike Shoes,Fashion,1,42208,42208,16280.74,South
1508,2/20/2019,Samsung Galaxy S23,Electronics,1,15938,15938,4376.18,West
1509,4/16/2019,Boat Earbuds,Accessories,5,54713,273565,76251.26,North
1510,9/25/2019,Puma T-shirt,Fashion,4,59821,239284,47388.31,South
1511,5/21/2019,Samsung Galaxy S23,Electronics,3,38679,116037,42399.99,South
1512,10/14/2019,Canon Camera,Electronics,2,71819,143638,41065.62,East
1513,9/28/2019,Canon Camera,Electronics,2,23727,47454,10941.93,East
1514,9/12/2020,Adidas Shoes,Fashion,3,50731,152193,50692.88,West
1515,7/15/2020,Puma T-shirt,Fashion,2,47001,94002,21486.21,South
1516,8/22/2020,Apple Watch,Accessories,2,13381,26762,8559.69,South
1517,8/28/2020,iPad,Electronics,4,8333,33332,12084.71,South
1518,4/11/2020,Sony Headphones,Accessories,3,78613,235839,73169,South
1519,3/29/2019,Sony Headphones,Accessories,4,24624,98496,17396.61,West
1520,1/17/2020,Puma T-shirt,Fashion,4,11845,47380,9562.56,North
1521,11/7/2019,iPad,Electronics,4,44984,179936,70101.09,North
1522,11/17/2019,iPad,Electronics,5,29877,149385,40050.88,North
1523,6/14/2019,Adidas Shoes,Fashion,3,26262,78786,25420.92,North
1524,12/16/2020,Nike Shoes,Fashion,2,55783,111566,22342.53,East
1525,1/20/2020,Nike Shoes,Fashion,2,34707,69414,15278.38,West
1526,11/4/2019,Nike Shoes,Fashion,2,81220,162440,41779.04,East
1527,8/7/2020,Canon Camera,Electronics,2,16993,33986,6644.57,West
1528,4/15/2019,Sony Headphones,Accessories,3,62107,186321,58726.64,West
1529,6/16/2019,Boat Earbuds,Accessories,2,60607,121214,44532.47,North
1530,1/7/2019,Boat Earbuds,Accessories,3,15907,47721,13865.56,West
1531,7/30/2019,Sony Headphones,Accessories,1,870,870,331.57,South
1532,1/16/2020,Sony Headphones,Accessories,5,76849,384245,152037.29,North
1533,5/19/2020,Samsung Galaxy S23,Electronics,4,72879,291516,100310.47,South
1534,12/6/2020,iPad,Electronics,4,77900,311600,110783.16,West
1535,9/28/2020,iPhone 14,Electronics,2,57366,114732,21172.53,South
1536,9/14/2020,iPhone 14,Electronics,2,13384,26768,7803.62,East
1537,11/16/2019,Dell Laptop,Electronics,1,71992,71992,23624.13,North
1538,6/11/2019,Apple Watch,Accessories,4,52686,210744,40206.61,East
1539,11/30/2020,Canon Camera,Electronics,4,73072,292288,96421.79,South
1540,2/24/2020,Sony Headphones,Accessories,2,51117,102234,15971.83,North
1541,1/28/2019,iPad,Electronics,2,43031,86062,31996.98,West
1542,3/1/2020,Boat Earbuds,Accessories,4,66854,267416,87762.07,North
1543,10/4/2019,Samsung Galaxy S23,Electronics,2,34970,69940,21768.56,North
1544,4/15/2019,HP Laptop,Electronics,4,22919,91676,16622.07,South
1545,9/23/2019,Puma T-shirt,Fashion,1,35669,35669,10608.92,South
1546,8/14/2020,HP Laptop,Electronics,1,62272,62272,19975.1,East
1547,9/12/2020,iPhone 14,Electronics,4,11474,45896,6905.11,East
1548,4/9/2019,iPhone 14,Electronics,1,3456,3456,881.45,North
1549,6/3/2020,Adidas Shoes,Fashion,1,14306,14306,2296.43,North
1550,4/23/2020,Adidas Shoes,Fashion,2,36024,72048,27022.26,North
1551,10/20/2019,Adidas Shoes,Fashion,4,46115,184460,51780.39,North
1552,1/22/2020,HP Laptop,Electronics,4,38441,153764,25534.46,North
1553,10/5/2019,Boat Earbuds,Accessories,4,1301,5204,812.81,South
1554,4/16/2019,Samsung Galaxy S23,Electronics,2,82769,165538,58052.41,West
1555,11/2/2019,Puma T-shirt,Fashion,1,10472,10472,3429.78,North
1556,11/21/2019,Sony Headphones,Accessories,4,15355,61420,10208.64,South
1557,10/3/2019,Dell Laptop,Electronics,3,26238,78714,28348.95,West
1558,12/20/2019,Sony Headphones,Accessories,2,82220,164440,36209.7,South
1559,3/9/2019,Canon Camera,Electronics,3,77970,233910,69220.7,North
1560,12/25/2019,Boat Earbuds,Accessories,4,56397,225588,65876.29,North
1561,2/18/2020,Dell Laptop,Electronics,5,35129,175645,55898.72,North
1562,7/21/2020,iPad,Electronics,3,38515,115545,35521.62,South
1563,11/11/2020,Canon Camera,Electronics,3,88722,266166,101295.3,West
1564,5/24/2019,Apple Watch,Accessories,5,46284,231420,82174.28,North
1565,3/26/2019,Puma T-shirt,Fashion,5,74908,374540,142052.29,West
1566,8/18/2019,Boat Earbuds,Accessories,2,5422,10844,3159.19,West
1567,11/26/2019,Boat Earbuds,Accessories,2,23448,46896,9763.36,East
1568,9/27/2019,HP Laptop,Electronics,3,84605,253815,101216.06,South
1569,3/25/2020,Puma T-shirt,Fashion,5,15748,78740,28555.07,East
1570,9/27/2019,Canon Camera,Electronics,3,55045,165135,31586.22,South
1571,5/8/2019,iPhone 14,Electronics,2,69211,138422,55242.27,South
1572,5/16/2019,Canon Camera,Electronics,5,74246,371230,68785.06,East
1573,4/9/2020,Dell Laptop,Electronics,3,50911,152733,59094.41,West
1574,11/7/2020,iPhone 14,Electronics,3,52220,156660,43744.71,West
1575,12/15/2020,Adidas Shoes,Fashion,4,75304,301216,98507.63,West
1576,2/16/2019,iPad,Electronics,4,28814,115256,30796.37,South
1577,5/22/2020,Puma T-shirt,Fashion,3,43720,131160,24575.72,West
1578,3/17/2019,Adidas Shoes,Fashion,5,88944,444720,133078.15,North
1579,10/2/2019,Nike Shoes,Fashion,2,61760,123520,33610.08,West
1580,6/23/2020,Dell Laptop,Electronics,1,52800,52800,20468.59,North
1581,7/23/2020,Samsung Galaxy S23,Electronics,2,75633,151266,48782,North
1582,12/18/2019,iPhone 14,Electronics,5,55139,275695,107041.04,North
1583,9/15/2020,iPhone 14,Electronics,5,77233,386165,69268.82,West
1584,1/3/2019,Samsung Galaxy S23,Electronics,1,79571,79571,13758.52,North
1585,3/4/2019,Puma T-shirt,Fashion,4,40494,161976,37363.79,South
1586,11/28/2019,Adidas Shoes,Fashion,1,57065,57065,17123.5,East
1587,4/7/2020,Samsung Galaxy S23,Electronics,4,76042,304168,57597.67,East
1588,9/6/2019,HP Laptop,Electronics,2,9249,18498,4730.57,South
1589,7/17/2020,Puma T-shirt,Fashion,3,88720,266160,56647.35,South
1590,1/20/2019,iPad,Electronics,1,47430,47430,16670.12,North
1591,12/9/2019,iPad,Electronics,1,80444,80444,15233.39,North
1592,9/3/2019,Apple Watch,Accessories,5,12620,63100,12543.76,West
1593,5/11/2019,HP Laptop,Electronics,5,88322,441610,138139.89,South
1594,8/1/2020,Boat Earbuds,Accessories,4,48098,192392,44873.66,South
1595,9/16/2020,iPhone 14,Electronics,1,50382,50382,11822.76,North
1596,4/27/2020,Apple Watch,Accessories,3,29547,88641,27106.18,East
1597,10/4/2020,Sony Headphones,Accessories,4,85649,342596,119203.55,North
1598,1/23/2019,Nike Shoes,Fashion,1,46746,46746,11608.65,East
1599,2/21/2019,Adidas Shoes,Fashion,5,77699,388495,131957.21,North
1600,1/28/2020,Boat Earbuds,Accessories,4,44933,179732,28775.45,North
1601,9/13/2020,iPad,Electronics,5,37058,185290,72259.9,West
1602,6/5/2020,iPhone 14,Electronics,4,88294,353176,82404.01,West
1603,12/2/2020,HP Laptop,Electronics,1,88927,88927,16375.24,South
1604,9/25/2019,Puma T-shirt,Fashion,5,79922,399610,93546.23,North
1605,11/2/2019,Canon Camera,Electronics,3,87859,263577,104245.49,South
1606,9/14/2019,Canon Camera,Electronics,3,14163,42489,16779.53,North
1607,9/8/2020,Canon Camera,Electronics,3,76091,228273,43975.15,East
1608,5/24/2019,Dell Laptop,Electronics,1,5225,5225,1484.49,North
1609,2/4/2020,Samsung Galaxy S23,Electronics,1,65357,65357,11260.62,East
1610,9/14/2020,Nike Shoes,Fashion,4,54017,216068,52191.39,East
1611,12/21/2019,Dell Laptop,Electronics,2,61813,123626,44664.75,East
1612,3/22/2020,iPhone 14,Electronics,4,28682,114728,28017.37,North
1613,7/28/2020,Nike Shoes,Fashion,5,34612,173060,66702.72,West
1614,8/3/2019,iPhone 14,Electronics,1,76621,76621,16506.16,West
1615,10/25/2020,HP Laptop,Electronics,5,44725,223625,53217.04,North
1616,10/24/2019,iPad,Electronics,3,48329,144987,46763.85,East
1617,7/30/2020,Puma T-shirt,Fashion,1,26151,26151,5517.83,North
1618,7/29/2019,Puma T-shirt,Fashion,2,63794,127588,40824.65,East
1619,1/10/2020,Boat Earbuds,Accessories,1,44635,44635,14266,South
1620,4/15/2019,Boat Earbuds,Accessories,4,22034,88136,24544.9,South
1621,7/2/2020,Nike Shoes,Fashion,5,86810,434050,95058.13,East
1622,4/11/2019,Dell Laptop,Electronics,2,70430,140860,49608.17,West
1623,1/16/2020,Puma T-shirt,Fashion,4,84194,336776,129167.92,West
1624,3/10/2020,Apple Watch,Accessories,5,62256,311280,86234.85,South
1625,7/27/2020,Nike Shoes,Fashion,1,25353,25353,8378.26,South
1626,8/6/2020,Adidas Shoes,Fashion,2,58682,117364,20198.6,South
1627,9/26/2019,Apple Watch,Accessories,2,15582,31164,5711.93,South
1628,12/17/2019,Dell Laptop,Electronics,3,25044,75132,21193.55,West
1629,4/6/2019,Samsung Galaxy S23,Electronics,1,83606,83606,20356.01,South
1630,8/13/2019,Sony Headphones,Accessories,1,56595,56595,11743.84,West
1631,1/17/2020,Sony Headphones,Accessories,2,27713,55426,15123.99,East
1632,6/21/2020,Boat Earbuds,Accessories,4,23896,95584,20620.73,South
1633,9/26/2020,Puma T-shirt,Fashion,5,11754,58770,17065.22,North
1634,7/5/2019,iPad,Electronics,3,6329,18987,4005.15,West
1635,5/2/2019,Adidas Shoes,Fashion,4,58918,235672,71977.32,East
1636,1/11/2020,iPad,Electronics,2,20640,41280,6277.8,South
1637,8/2/2020,Puma T-shirt,Fashion,4,31197,124788,39785.37,West
1638,11/19/2019,Adidas Shoes,Fashion,5,52029,260145,72970.7,East
1639,12/12/2020,Samsung Galaxy S23,Electronics,1,20044,20044,5502.4,East
1640,7/8/2019,Adidas Shoes,Fashion,1,40581,40581,11109.73,West
1641,11/7/2020,Apple Watch,Accessories,3,53226,159678,53370.93,East
1642,10/11/2020,iPad,Electronics,2,61858,123716,45295,South
1643,7/18/2019,iPhone 14,Electronics,1,59206,59206,20965.15,East
1644,1/23/2019,HP Laptop,Electronics,2,46298,92596,26475.12,West
1645,9/1/2019,iPad,Electronics,1,53950,53950,20131.25,East
1646,1/15/2020,Adidas Shoes,Fashion,1,24642,24642,8349.23,North
1647,9/16/2020,Nike Shoes,Fashion,4,33035,132140,24496.44,South
1648,9/6/2020,iPad,Electronics,2,10947,21894,8357.25,West
1649,3/1/2019,Nike Shoes,Fashion,1,20142,20142,6352.01,North
1650,6/19/2020,Dell Laptop,Electronics,2,79564,159128,46383.87,South
1651,6/14/2019,Apple Watch,Accessories,4,50277,201108,45480.04,South
1652,11/2/2019,Adidas Shoes,Fashion,2,22891,45782,14622.2,South
1653,12/3/2019,Boat Earbuds,Accessories,3,63037,189111,56972.28,West
1654,9/22/2019,iPad,Electronics,2,25315,50630,8544.1,East
1655,12/26/2020,Adidas Shoes,Fashion,1,5225,5225,1556.01,West
1656,10/1/2020,Boat Earbuds,Accessories,5,40270,201350,61097.83,East
1657,3/5/2019,Nike Shoes,Fashion,5,79127,395635,146060.14,East
1658,3/1/2019,Nike Shoes,Fashion,2,37861,75722,17797.13,North
1659,2/14/2020,iPhone 14,Electronics,1,33044,33044,8506.25,North
1660,3/8/2020,Adidas Shoes,Fashion,4,35100,140400,38467.14,West
1661,3/10/2019,iPad,Electronics,1,70187,70187,13292.29,West
1662,11/2/2020,Boat Earbuds,Accessories,1,57268,57268,15852.05,South
1663,2/17/2020,Nike Shoes,Fashion,3,51748,155244,36746.75,South
1664,1/1/2020,Samsung Galaxy S23,Electronics,1,35243,35243,8542.75,West
1665,10/4/2020,iPhone 14,Electronics,1,87983,87983,15095.08,East
1666,10/20/2019,Canon Camera,Electronics,2,62903,125806,37666.52,South
1667,8/18/2019,Nike Shoes,Fashion,1,23166,23166,7166.5,West
1668,12/13/2020,Boat Earbuds,Accessories,2,75316,150632,48174.63,South
1669,6/22/2020,Puma T-shirt,Fashion,1,69680,69680,24251.36,South
1670,2/19/2020,Nike Shoes,Fashion,5,36882,184410,65044.23,West
1671,7/11/2020,Canon Camera,Electronics,3,70368,211104,81473.12,North
1672,4/17/2020,Nike Shoes,Fashion,4,28110,112440,39493.01,East
1673,9/22/2020,Adidas Shoes,Fashion,4,28439,113756,21906.68,East
1674,4/30/2020,iPhone 14,Electronics,5,48958,244790,81528.88,South
1675,7/2/2020,Sony Headphones,Accessories,3,83299,249897,41193.02,South
1676,5/27/2019,iPhone 14,Electronics,3,78967,236901,85155.8,South
1677,7/23/2020,iPhone 14,Electronics,5,57485,287425,100806.7,East
1678,3/2/2020,iPad,Electronics,4,84916,339664,80265.09,North
1679,10/10/2020,Samsung Galaxy S23,Electronics,1,89243,89243,27370.66,North
1680,1/2/2019,Adidas Shoes,Fashion,5,78787,393935,68849.23,South
1681,12/3/2019,Puma T-shirt,Fashion,3,75421,226263,73629.5,East
1682,10/2/2019,iPad,Electronics,3,20625,61875,18519.41,East
1683,7/26/2020,Canon Camera,Electronics,3,59872,179616,49311.77,East
1684,4/6/2020,Samsung Galaxy S23,Electronics,2,35557,71114,22660.15,West
1685,11/18/2020,Adidas Shoes,Fashion,1,1265,1265,371.97,South
1686,5/14/2019,Puma T-shirt,Fashion,5,39236,196180,34575.06,East
1687,1/23/2019,iPhone 14,Electronics,1,79909,79909,19458.16,South
1688,8/4/2019,Boat Earbuds,Accessories,5,75223,376115,102193.26,East
1689,11/7/2019,Canon Camera,Electronics,1,52634,52634,15471.96,North
1690,2/21/2019,Puma T-shirt,Fashion,1,3080,3080,997.27,South
1691,10/27/2019,Adidas Shoes,Fashion,4,20022,80088,28395.03,West
1692,11/23/2020,Nike Shoes,Fashion,5,14760,73800,26780.49,West
1693,7/3/2019,iPhone 14,Electronics,4,2486,9944,3840.6,East
1694,7/5/2019,Samsung Galaxy S23,Electronics,1,84758,84758,30016.93,East
1695,4/11/2020,Adidas Shoes,Fashion,4,77942,311768,84141.81,North
1696,1/23/2020,Canon Camera,Electronics,1,79447,79447,29248.25,North
1697,1/22/2020,Samsung Galaxy S23,Electronics,3,52116,156348,49262.89,East
1698,8/17/2019,Sony Headphones,Accessories,1,40074,40074,14344.38,East
1699,10/21/2019,Sony Headphones,Accessories,2,61980,123960,35370.44,West
1700,3/26/2020,Adidas Shoes,Fashion,1,14818,14818,4850.22,North
1701,11/30/2019,HP Laptop,Electronics,5,69254,346270,52261.08,North
1702,11/29/2019,Canon Camera,Electronics,3,40577,121731,21258.89,South
1703,2/27/2020,iPhone 14,Electronics,4,4650,18600,3566.52,North
1704,3/21/2019,iPhone 14,Electronics,5,39736,198680,77566.47,East
1705,4/16/2020,Canon Camera,Electronics,1,23744,23744,4429.05,South
1706,3/8/2020,Canon Camera,Electronics,5,4270,21350,6709.42,West
1707,9/5/2019,Dell Laptop,Electronics,5,44244,221220,39946.08,North
1708,12/3/2020,iPad,Electronics,3,15408,46224,9158.38,South
1709,4/7/2019,Apple Watch,Accessories,4,84051,336204,127897.19,North
1710,5/12/2019,iPhone 14,Electronics,4,24688,98752,22990.62,South
1711,2/8/2019,Sony Headphones,Accessories,1,8473,8473,2209.72,South
1712,11/15/2020,Nike Shoes,Fashion,1,88763,88763,16933.14,East
1713,5/14/2020,iPad,Electronics,2,5706,11412,3171.65,South
1714,4/25/2019,Puma T-shirt,Fashion,1,82141,82141,16758.23,South
1715,1/22/2020,Canon Camera,Electronics,2,66726,133452,21381.94,South
1716,12/11/2020,iPhone 14,Electronics,2,37771,75542,14240.32,West
1717,2/21/2020,Sony Headphones,Accessories,3,15650,46950,17035.42,West
1718,4/17/2020,Sony Headphones,Accessories,4,77272,309088,93214.61,North
1719,5/4/2020,Samsung Galaxy S23,Electronics,3,18657,55971,16540.73,North
1720,1/22/2020,Boat Earbuds,Accessories,1,58551,58551,11276.28,East
1721,9/21/2019,Dell Laptop,Electronics,2,5035,10070,2361.49,North
1722,6/22/2019,Sony Headphones,Accessories,5,66668,333340,117616.33,West
1723,2/6/2019,Boat Earbuds,Accessories,2,10707,21414,4627.99,West
1724,9/25/2019,Apple Watch,Accessories,1,34322,34322,9435.93,East
1725,9/19/2020,iPad,Electronics,1,35657,35657,13424.33,West
1726,11/16/2019,iPad,Electronics,1,28157,28157,9164.83,South
1727,2/28/2019,HP Laptop,Electronics,3,45391,136173,30149.13,West
1728,4/1/2020,iPhone 14,Electronics,3,38665,115995,46360.75,East
1729,7/27/2019,iPhone 14,Electronics,4,86508,346032,105285.65,South
1730,5/31/2020,Adidas Shoes,Fashion,1,79860,79860,23072.51,East
1731,3/13/2020,Samsung Galaxy S23,Electronics,1,15685,15685,2796.08,North
1732,11/25/2020,iPad,Electronics,3,73228,219684,47514.87,West
1733,5/26/2019,Dell Laptop,Electronics,2,56914,113828,19805.08,North
1734,1/3/2020,Canon Camera,Electronics,1,12609,12609,4056.37,North
1735,5/24/2019,Boat Earbuds,Accessories,3,70019,210057,60475,West
1736,11/26/2020,iPhone 14,Electronics,5,64332,321660,113426.15,North
1737,8/2/2019,Puma T-shirt,Fashion,1,43222,43222,13536.18,South
1738,1/29/2019,iPad,Electronics,4,21468,85872,25630.43,East
1739,7/11/2020,Adidas Shoes,Fashion,4,50692,202768,54376.31,East
1740,7/19/2020,Sony Headphones,Accessories,3,22757,68271,16669.83,South
1741,11/25/2020,Canon Camera,Electronics,5,78083,390415,151650.66,West
1742,12/27/2020,Sony Headphones,Accessories,5,64585,322925,73534.6,South
1743,4/24/2020,HP Laptop,Electronics,1,40636,40636,9291.01,West
1744,10/9/2020,Samsung Galaxy S23,Electronics,5,15177,75885,19554.02,East
1745,4/5/2019,iPhone 14,Electronics,1,12543,12543,2770.98,North
1746,5/25/2020,Canon Camera,Electronics,3,4602,13806,3015.96,North
1747,3/30/2019,Sony Headphones,Accessories,1,37905,37905,11774.11,East
1748,3/18/2019,Sony Headphones,Accessories,2,11032,22064,6937.29,West
1749,6/3/2019,iPad,Electronics,3,709,2127,575.55,South
1750,5/2/2020,iPhone 14,Electronics,5,69184,345920,115286.55,East
1751,7/14/2019,Dell Laptop,Electronics,4,19094,76376,19943.2,North
1752,4/30/2020,Apple Watch,Accessories,2,7998,15996,5720.98,West
1753,5/27/2019,iPhone 14,Electronics,5,829,4145,892.88,East
1754,9/18/2020,HP Laptop,Electronics,3,86658,259974,95745.57,North
1755,11/3/2020,Nike Shoes,Fashion,4,5076,20304,6714.24,North
1756,3/27/2020,Sony Headphones,Accessories,3,20554,61662,19187.83,East
1757,4/22/2020,HP Laptop,Electronics,3,54434,163302,65054.4,East
1758,9/15/2020,Canon Camera,Electronics,5,33770,168850,57532.67,East
1759,12/31/2019,Sony Headphones,Accessories,3,30265,90795,15382.77,North
1760,10/23/2019,Dell Laptop,Electronics,2,13935,27870,4662.42,West
1761,11/25/2020,Boat Earbuds,Accessories,5,48155,240775,93012.16,East
1762,3/31/2020,iPhone 14,Electronics,3,34479,103437,27735.17,North
1763,4/13/2020,Nike Shoes,Fashion,2,84803,169606,30757.8,South
1764,1/24/2019,Adidas Shoes,Fashion,3,87055,261165,66607.9,West
1765,9/23/2020,Puma T-shirt,Fashion,5,67115,335575,72488.1,East
1766,7/8/2019,Samsung Galaxy S23,Electronics,1,38156,38156,14819.47,South
1767,6/13/2019,Nike Shoes,Fashion,1,81644,81644,23558.81,North
1768,3/20/2020,Puma T-shirt,Fashion,1,27297,27297,9130.61,South
1769,3/31/2020,Boat Earbuds,Accessories,2,33859,67718,16695.1,North
1770,12/11/2020,Apple Watch,Accessories,3,17071,51213,9388.73,North
1771,3/28/2019,Samsung Galaxy S23,Electronics,3,44972,134916,32108.94,South
1772,7/13/2020,Boat Earbuds,Accessories,5,30217,151085,51031.09,North
1773,4/11/2019,Nike Shoes,Fashion,3,69610,208830,44401.62,East
1774,11/14/2020,Dell Laptop,Electronics,5,8507,42535,13948.33,West
1775,9/10/2019,iPad,Electronics,3,58145,174435,29469.99,North
1776,2/2/2019,iPhone 14,Electronics,3,55686,167058,55813.85,West
1777,3/11/2019,Nike Shoes,Fashion,3,83751,251253,87724.17,South
1778,1/24/2019,Apple Watch,Accessories,1,65777,65777,21881.38,North
1779,11/21/2019,Canon Camera,Electronics,2,3392,6784,2173.67,North
1780,6/4/2019,Puma T-shirt,Fashion,4,66833,267332,73084.8,East
1781,8/13/2019,Nike Shoes,Fashion,1,41318,41318,15459.18,North
1782,12/19/2019,iPad,Electronics,5,30254,151270,50921.5,East
1783,11/9/2020,Adidas Shoes,Fashion,3,89093,267279,81443.46,East
1784,6/30/2020,Nike Shoes,Fashion,5,18902,94510,17561.61,East
1785,6/9/2019,Puma T-shirt,Fashion,1,76087,76087,28626.66,West
1786,6/24/2019,Samsung Galaxy S23,Electronics,4,18073,72292,19370.16,North
1787,12/18/2020,Dell Laptop,Electronics,5,76595,382975,116513.5,North
1788,9/14/2020,Dell Laptop,Electronics,2,55296,110592,42377.73,North
1789,10/25/2019,Dell Laptop,Electronics,2,28960,57920,22970.5,North
1790,11/7/2020,Apple Watch,Accessories,4,30491,121964,33165.05,South
1791,9/10/2020,Nike Shoes,Fashion,5,42715,213575,78148.64,East
1792,11/27/2020,Nike Shoes,Fashion,2,65392,130784,33518.66,South
1793,9/30/2020,Puma T-shirt,Fashion,4,7525,30100,9437.64,North
1794,10/8/2020,Apple Watch,Accessories,2,22267,44534,9168.58,North
